tmdb_id,title,original_title,release_year,release_date,runtime,overview,rating,rating_count,popularity,budget,revenue,genres,keywords,tags,directors,producers,writers,cast,production_countries,original_language,status,adult,homepage,imdb_id,poster_url,backdrop_url,tmdb_url
5165,Приключение,L'avventura,1960,1960-09-14,144,"Во время круиза богатая и красивая женщина Анна таинственным образом исчезает на необитаемом острове, поссорившись со своим любовником Сандро, что заставляет его и ее подругу Клаудию отправиться на поиски.",7.529,733,0.9328,0,0,драма|детектив|мелодрама,остров|средиземноморский|полиция|архитектор|черно-белый|boating trip,,Michelangelo Antonioni,Amato Pennasilico,Michelangelo Antonioni|Tonino Guerra|Elio Bartolini,"Monica Vitti (Claudia)|Габриэле Ферцетти (Sandro)|Lea Massari (Anna)|Dominique Blanchar (Giulia)|Renzo Ricci (Anna's Father)|James Addams (Corrado)|Dorothy De Poliolo (Gloria Perkins)|Lelio Luttazzi (Raimondo)|Giovanni Petrucci (Prince Godfrey)|Esmeralda Ruspoli (Patrizia)|Enrico Bologna|Franco Cimino|Giovanni Danesi (Photographer)|Rita Molè|Renato Pinciroli (Zuria, the Journalist)",France|Italy,it,Released,Нет,,tt0053619,https://image.tmdb.org/t/p/w500/c6hdG99CsskD9V0QDyS2l6gDOJa.jpg,https://image.tmdb.org/t/p/original/kF5AeKG5XIZkAXY0kRgm57qEbJI.jpg,https://www.themoviedb.org/movie/5165
127585,Люди Икс: Дни минувшего будущего,X-Men: Days of Future Past,2014,2014-05-15,131,"В недалёком будущем мутанты близки к истреблению роботами-охотниками на мутантов Стражами. Единственная надежда для мутантов выжить - предотвратить череду роковых событий, приведших к появлению Стражей. С помощью своих способностей, Китти Прайд перемещает сознание Росомахи в его молодое тело в 1973 год. В прошлом всё оказывается не так радужно: молодой Профессор Икс окончательно разочарован в своих идеях, Магнето содержится в тюрьме глубоко под землёй, а человечество не знает как реагировать на широкое появление мутантов...",7.528,15892,8.0168,250000000,746045700,боевик|приключения|фантастика,1970-е годы|супергерой|mutant|путешествие во времени|на основе комикса|сверхчеловеческий|шторм|political intrigue|extinction|зверь|claws|послекредитовстингер|во время титровстингер|изменение прошлого или будущего|драматический,Люди Икс (Коллекция),Брайан Сингер,Брайан Сингер|Саймон Кинберг|Лорен Шулер Доннер|Хатч Паркер,Саймон Кинберг,Хью Джекман (Logan / Wolverine)|Джеймс МакЭвой (Charles Xavier)|Майкл Фассбендер (Erik Lehnsherr)|Патрик Стюарт (Professor X)|Иэн МакКеллен (Magneto)|Дженнифер Лоуренс (Raven / Mystique)|Хэлли Берри (Storm)|Николас Холт (Hank / Beast)|Анна Пэкуин (Rogue)|Эллиот Пейдж (Kitty Pryde)|Питер Динклэйдж (Dr. Bolivar Trask)|Шон Эшмор (Bobby / Iceman)|Омар Си (Bishop)|Эван Питерс (Peter / Quicksilver)|Джош Хэлман (William Stryker),United States of America,en,Released,Нет,,tt1877832,https://image.tmdb.org/t/p/w500/9IdeGyzRZH66RgNq9zSZDwPPllg.jpg,https://image.tmdb.org/t/p/original/hUPgIibqZlwbhs4N08cPzzc4f5K.jpg,https://www.themoviedb.org/movie/127585
127533,Бродяга Кэнсин,るろうに剣心,2012,2012-08-25,134,"Бывший легендарный убийца Кэнсин Химура стал скитальцем самураем, предлагающим помощь и защиту нуждающимся, чтобы искупить свои прошлые поступки. Во время своих скитаний Кэнсин столкнется с Каору Камией. Ее отец открыл школу кэндо в Токио и Каору работает там инструктором. Отношения Кэнсина и Каору начинают развиваться, но Кэнсина по-прежнему преследует его ужасное прошлое",7.528,869,6.4601,0,61700000,приключения|боевик|фэнтези|военный|история,Япония|убийца|самурай|на основе манги|Дзидайгэки|синсенгуми|19 век|период Мэйдзи|бакумацу|ишин шиши,Бродяга Кэнсин (Коллекция),大友啓史,Масахико Ибараки|Тацуро Хатанака|松橋真三|久松猛朗|Hiroaki Kitano|小岩井宏悦|久保田修,藤井清美|大友啓史,Такэру Сато (Kenshin Himura)|武井咲 (Kaoru Kamiya)|吉川晃司 (Udo Jine)|蒼井優 (Megumi Takani)|Мунэтака Аоки (Sanosuke Sagara)|綾野剛 (Gein)|須藤元気 (Banjin Inui)|Такэто Танака (Yahiko Myojin)|奥田瑛二 (Aritomo Yamagata)|Ёсукэ Эгути (Hajime Saito)|香川照之 (Kanryu Takeda)|平田薫 (Tae Sekihara)|永野芽郁 (Tsubame Sanjo)|Юсукэ Хираяма (Older Brother)|深水元基 (Younger Brother),Япония,ja,Released,Нет,,tt1979319,https://image.tmdb.org/t/p/w500/gaKSdIx915UxinxGUvtKq8wHJFB.jpg,https://image.tmdb.org/t/p/original/2bHoj05gR7I5gp4oeoDCY6bU42d.jpg,https://www.themoviedb.org/movie/127533
9056,Полицейская история,警察故事,1985,1985-12-14,106,"В результате удачно проведенной облавы в руки полиции попадает босс наркомафии Чи. Одному из полицейских, Кевину, принимавшему непосредственное участие в аресте, поручают охрану секретарши преступника, которая проходит по делу в качестве главного свидетеля. Но в день суда она исчезает. Только разыскав девушку и арестовав Чи, Кевин сможет снять с себя подозрение в соучастии…",7.528,976,4.5977,500000,18724000,боевик|криминал|комедия,боевые искусства|кунг-фу|под прикрытием|гнаться|гангстер|кулачный бой|автокатастрофа|бой на мечах|убийство|организованная преступность|полицейская погоня|Гонконг|герой боевиков,Полицейская история (Коллекция),Джеки Чан,何冠昌,鄧景生|Джеки Чан,"Джеки Чан (Sergeant 'Kevin' Chan Ka-Kui)|林青霞 (Salina Fong)|Мэгги Чун (May)|董驃 (Inspector """"Uncle"""" Bill Chou)|楚原 (Chu To)|曹查理 (John Ko)|林國雄 (Superintendent Raymond Li)|金興賢 (Inspector Man)|蔣榮發 (Kim)|Кэнь Тун (Tak)|David Lau (Counsellor Cheung)|尹發 (Jacknife / Mad Wing)|馮克安 (Danny Koo)|太保 (Snake Eyes)|劉雅麗 (PR Madam)",Гонконг,cn,Released,Нет,,tt0089374,https://image.tmdb.org/t/p/w500/pxlGuppVcXz89z1IIBA5YJKLoQ3.jpg,https://image.tmdb.org/t/p/original/eYDAnSidN4rIEuneS5gEJkTyk3l.jpg,https://www.themoviedb.org/movie/9056
200085,Вирус,감기,2013,2013-08-14,122,"В городе появляется новый вирус, который передается через дыхательные пути и убивает в течение 36 часов после инфицирования.",7.527,1245,4.517,0,19775853,боевик|фантастика|триллер,карантин|полиция|грипп|выживание|disaster|врач|смертельный вирус|эпидемия|вирус|influenza|отношения матери и дочери,,Ким Сон Су,Kim Sung-jin|Teddy Jung|Seo Jong-hae,Ким Сон Су|Ли Ён Чжон,Чан Хёк (Kang Ji-Koo)|Пак Су Э (Kim In-Hae)|Пак Ми На (Kim Mi-Reu)|Ю Хэ Чжин (Bae Kyung-Ub)|Ма Дон Сок (Jeon Kook-Hwan)|Ли Хи Джун (Byung-Ki)|Ли Сан Ёп (Byoung-Woo)|Чха Ин Пхё (South Korean President)|Ким Ки Хён (Prime Minister)|Пак Хё Джу (Teacher Jung)|Пак Чон Мин (Chul-Gyo)|Чхве Бён Мо (Choi Dong-Chi)|Ким Мун Су (Doctor Yang)|Ли Сын Джун (Cop at scene of accident)|Чан Кён Оп (Soldier),Южная Корея,ko,Released,Нет,,tt2351310,https://image.tmdb.org/t/p/w500/3M73kgJN4fK1bFIMdC5OQwDm2eW.jpg,https://image.tmdb.org/t/p/original/tLxj077KKhBMjnwJkW322VAIbbk.jpg,https://www.themoviedb.org/movie/200085
795514,Последствия,The Fallout,2021,2021-03-17,96,"Старшеклассница Вада справляется с эмоциональными последствиями, которые она испытывает после школьной трагедии. Отношения с семьей, друзьями и взгляд на мир навсегда изменились.",7.526,1254,6.0758,0,0,драма,средняя школа|травма|взросление|главная героиня женского пола|школьная стрельба|женщина-режиссер|поколение z|отношения сестры и сестры,,Меган Парк,David Brown|Joannie Burstein|Todd Lundbohm|Rebecca Miller|Giulia Prenna|Shaun S. Sanghani|Cara Shine Ballarini,Меган Парк,Дженна Ортега (Vada Cavell)|Мэдди Зиглер (Mia Reed)|Нилс Фитч (Quinton Hasland)|Уилл Ропп (Nick Feinstein)|Lumi Pollack (Amelia Cavell)|Джон Ортис (Carlos Cavell)|Джули Боуэн (Patricia Cavell)|Шейлин Вудли (Anna)|Кристина Хорн (Mrs. Victor)|Austin Zajur (Dan Bonavure)|Yindra Zayas (Megan)|Elliott Roca (Social Worker)|Malcolm Santos (Justin Dragonas)|Peter Arreola (Student)|Nancy Arnstein (Student),United States of America,en,Released,Нет,,tt11847410,https://image.tmdb.org/t/p/w500/wn8WzpKd12r526P6iGlLO2Xl4J6.jpg,https://image.tmdb.org/t/p/original/ww2lFEeqKhJjGn7j7YlEGMzKF8W.jpg,https://www.themoviedb.org/movie/795514
483184,Догмэн,Dogman,2018,2018-05-17,102,"Марчелло — маленький человек с большим сердцем и грустными глазами. Он держит парикмахерскую для собак «Догмэн» и умеет усмирить ласковым словом и питбуля, и местного громилу Симоне, который терроризирует всю округу. Марчелло мечтает увезти любимую дочку в далекое путешествие, но по доброте душевной сопровождает Симоне в его криминальных вылазках, и однажды это приводит к катастрофе. Преданный другом, Марчелло впервые в жизни решается объявить настоящую войну.",7.526,2260,3.5156,0,5080147,криминал|драма|триллер,Италия|robber|кокаин|месть|dog cage|отношения отца и дочери,,Маттео Гарроне,Маттео Гарроне|Jean Labadie|Paolo Del Brocco|Jeremy Thomas,Ugo Chiti|Маттео Гарроне|Massimo Gaudioso,"Marcello Fonte (Marcello)|Edoardo Pesce (Simoncino)|Нунциа Скьяно (Simoncino's Mother)|Adamo Dionisi (Franco)|Francesco Acquaroli (Francesco, Video Lottery Owner)|Alida Baldari Calabria (Alida)|Gianluca Gobbi (Restaurant Owner)|Laura Pizzirani (Alida's Mother)|Giancarlo Porcacchia (Gasparone)|Aniello Arena (Police Inspector)|Mirko Frezza (Pusher)|Marco Perfetti (Pusher 2)|Vittorio Russo (Trader)|Gennaro Iannone (Trader)|Emanuele Barbalonga (Master Cane)",Italy|France,it,Released,Нет,,tt6768578,https://image.tmdb.org/t/p/w500/ec9xYZW09X4VSpYks6Asr0H953i.jpg,https://image.tmdb.org/t/p/original/mgfxkCJLvudtnTOJml5mFbHWbk0.jpg,https://www.themoviedb.org/movie/483184
39107,Драконий жемчуг Зет: Перерождение,ドラゴンボールZ 復活のフュージョン!! 悟空とベジータ,1995,1995-03-04,55,"Халатное отношение к своим обязанностям одного из демонов в загробном мире приводит к выходу из строя машины по сбору злой ки, которая используется для очищения душ перед отправкой в ад. Это становится причиной всеобщего хаоса в двух мирах и появления чистого зла — демона Джанембы.",7.526,894,9.5678,0,23500000,мультфильм|боевик|фантастика,боевые искусства|драться|на основе манги|демон|сёнен|аниме,Драконий жемчуг Зет (Коллекция),Сигэясу Ямаути,Justin Cook,小山高生,Масако Нодзава (Son Gokû / Son Gohan / Son Goten / Gogeta / Veku / Gotenks (voice))|Рё Хорикава (Vegeta / Gogeta / Veku (voice))|Такэши Кусао (Trunks / Gotenks (voice))|Дайсукэ Гори (Enma Daiou / Mr. Satan (voice))|Хироми Цуру (Bulma (voice))|渡辺菜生子 (Chi-Chi (voice))|Юко Минагучи (Videl / Juliano (voice))|Хикару Мидорикава (Paikûhan (voice))|Дзёдзи Янами (North Kaiô / Narration (voice))|西尾徳 (South Kaiô / Grandpa Hayashida (voice))|Бин Шимада (West Kaiô / The Dictator / Romeo (voice))|Кэйко Ямамото (East Kaiô (voice))|槐柳二 (Grand Kaiô (voice))|Тэссё Гэнда (Janemba / Shenlong (voice))|Рюсэй Накао (Freeza (voice)),Япония,ja,Released,Нет,,tt0142236,https://image.tmdb.org/t/p/w500/GvIuv47dlgj8t0601NCjwlNU1Z.jpg,https://image.tmdb.org/t/p/original/5seSw3hQTFSYzdh6kHOSAmExUA.jpg,https://www.themoviedb.org/movie/39107
111083,Тело,El cuerpo,2012,2012-12-21,114,"Автомобиль сбивает человека, в панике убегающего от кого-то или от чего-то. Прибывшие на место полицейские выясняют, что сбитый бедолага — ночной сторож из близлежащего морга. Так что так напугало несчастного? И куда делся из отсека №3 недавно привезенный в морг труп?",7.524,1359,2.7601,0,0,триллер|детектив,тюрьма|неверность|личность|яд|детектив|морг|роковая женщина|любовь|месть|убийство|пропавший без вести человек|mysterious,,Oriol Paulo,Mikel Lejarza|Mercedes Gamero|Joaquín Padró|Mar Targarona,Oriol Paulo|Lara Sendim,Jose Coronado (Jaime Peña)|Уго Сильва (Álex Ulloa)|Belén Rueda (Mayka Villaverde)|Аура Гарридо (Carla)|Cristina Plazas (Dra. Tapia)|Монтсе Гуайяр (Gloria Villaverde)|Nausicaa Bonnín (Patricia)|Miquel Gelabert (Vigilante Ángel Torres)|Oriol Vila (Agente Mateos)|Carlota Olcina (Erica Ulloa)|Patrícia Bargalló (Agente Norma)|Ahmed Adel (César Stevens)|Mia Esteve (Luna Villaverde)|Sílvia Aranda (Ruth (as Silvia Aranda))|Manel Dueso (Agente Carlos),Испания,es,Released,Нет,,tt1937149,https://image.tmdb.org/t/p/w500/h89w85AtpBSke4ABhQuFvYkbA8H.jpg,https://image.tmdb.org/t/p/original/z3gZRm7ZnWVyKpZHJ4vho7wRZW3.jpg,https://www.themoviedb.org/movie/111083
5708,Контроль,Control,2007,2007-09-12,122,"История Иэна Кертиса, фронтмена британской пост-панковской группы Joy Division. О борьбе между его любовью к жене и бурно развивающимися отношениями с подружкой, об изматывающих приступах эпилепсии, невероятном таланте и всепоглощающих выступлениях на сцене.",7.524,892,4.5596,5000000,8200000,драма,самоубийство|новая любовь|жена|epilepsy|medicine|панк-рок|контракт на запись|продюсер|record label|черно-белый|внебрачная связь|joy division|трагический,,Anton Corbijn,Anton Corbijn|Ориан Уильямс|Todd Eckert,Matt Greenhalgh,Sam Riley (Ian Curtis)|Саманта Мортон (Debbie Curtis)|Александра Мария Лара (Annik Honoré)|Джо Андерсон (Hooky)|Тоби Кеббелл (Rob Greton)|Craig Parkinson (Tony Wilson)|James Anthony Pearson (Bernard Sumner)|Harry Treadaway (Steve Morris)|Robert Shelly (Twinny)|Andrew Sheridan (Terry)|Ричард Бреммер (Ian's Father)|Tanya Myers (Ian’s Mother)|Martha Myers Lowe (Ian's Sister)|Matthew McNulty (Nick)|David Whittington (Chemistry Teacher),Australia|United Kingdom|United States of America,en,Released,Нет,,tt0421082,https://image.tmdb.org/t/p/w500/5vjw4i9ELPTClxZnS6Ct0nkknmF.jpg,https://image.tmdb.org/t/p/original/dwxdn3ppDAn7QtaLlhGDEErWfg9.jpg,https://www.themoviedb.org/movie/5708
4553,Машинист,The Machinist,2004,2004-09-24,97,"Тревор Резник не спит уже целый год. Превратившись в живой скелет, он балансирует на грани сна и реальности. Он устал отличать пугающие видения от странных событий своей каждодневной жизни, но в последнее время они стали пересекаться самым страшным и непредсказуемым образом.",7.524,5922,4.9445,5000000,8203235,триллер|драма,фабрика|бессонница|post it|machinist|osha|насмехается|люк|один вооруженный человек|мучить|день матери|похудение|старая фотография|dostoevsky|городская готика,,Брэд Андерсон,Julio Fernández,Скотт Косар,Кристиан Бейл (Trevor Reznik)|Дженнифер Джейсон Ли (Stevie)|Айтана Санчес-Хихон (Marie)|John Sharian (Ivan)|Майкл Айронсайд (Miller)|Лоуренс Гиллиард мл. (Jackson)|Рег Ю. Кэти (Jones)|Anna Massey (Mrs. Shike)|Matthew Romero Moore (Nicholas)|Robert Long (Supervisor Furman)|Колин Стинтон (Inspector Rogers)|Craig Stevenson (Tucker)|Ferran Lahoz (Gonzales)|Jeremy Xido (Evangelisti)|Norman Bell (DMV Clerk),Испания,en,Released,Нет,,tt0361862,https://image.tmdb.org/t/p/w500/nZNHIBIIwTfgN9GVI7VoTm46LSX.jpg,https://image.tmdb.org/t/p/original/hokXWehieJ2mdiward3L0qnGI7r.jpg,https://www.themoviedb.org/movie/4553
10161,Моя левая нога,My Left Foot: The Story of Christy Brown,1989,1989-04-07,103,"Фильм, основанный на удивительных достижениях мужественного инвалида, ирландца Кристи Брауна. Браун стал жертвой церебрального паралича и считался всеми окружающими неполноценным человеком до тех пор, пока любовь матери и семьи, его личное мужество и упорство не помогли ему научиться рисовать и писать пальцами левой ноги.",7.522,981,3.204,645180,14743391,драма,телесный инвалид|поэт|биография|основано на реальных событиях|ступня|воспоминания|автор|рабочий класс|неполноценный|cerebral palsy,,Джим Шеридан,Noel Pearson,Shane Connaughton|Джим Шеридан,Дэниэл Дэй-Льюис (Christy Brown)|Brenda Fricker (Mrs. Brown)|Alison Whelan (Sheila)|Кирстен Шеридан (Sharon)|Declan Croghan (Tom)|Eanna MacLiam (Benny)|Marie Conmee (Sadie)|Сирил Кьюсак (Lord Castlewelland)|Phelim Drew (Brian)|Ruth McCabe (Mary)|Фиона Шоу (Dr. Eileen Cole)|Ray McAnally (Mr. Brown)|Pat Laffan (Barman)|Derry Power (Customer in Bar)|Hugh O'Conor (Young Christy Brown),Ireland|United Kingdom,en,Released,Нет,,tt0097937,https://image.tmdb.org/t/p/w500/GRAAl0bMQFoFIjV3aunc5jsM5u.jpg,https://image.tmdb.org/t/p/original/zjKg04EquTcnVZUfjHboXnXzjcF.jpg,https://www.themoviedb.org/movie/10161
11782,Круто сваренные,辣手神探,1992,1992-04-16,126,"Гонконгская полиция пытается противостоять триадам, контролирующим незаконный оборот оружия. Главный герой, полицейский по прозвищу Текила, хочет в одиночку обезвредить преступников и отомстить за убитого напарника…",7.518,879,4.3491,4500000,0,боевик|триллер|криминал,arms smuggling|инспектор|торговец оружием|Гонконг|наркотики|безумный|эйфорический|гей-интерес,,Джон Ву,Terence Chang|Linda Kuk Mei-Lai,黃炳耀|陳嘉上,周潤發 (Insp. 'Tequila' Yuen)|Тони Люн Чу-Вай (Alan)|毛舜筠 (Teresa Chang)|陳欣健 (Supt. Pang)|郭追 (Mad Dog)|Энтони Вон (Johnny Wong)|關海山 (Mr. Hoi)|董瑋 (Little Ko / Fox)|林保怡 (Lung)|歐陽震華 (Lionheart)|吳瑞庭 (Chung)|Лау Кхон (Hospital Director)|米高丁嘉 (Little Moustache)|黎海珊 (Librarian)|黃德斌 (Johnny Wong's Thug),Гонконг,cn,Released,Нет,,tt0104684,https://image.tmdb.org/t/p/w500/MJDw66rhzlczcGVAPr8IR7JXTq.jpg,https://image.tmdb.org/t/p/original/bL3rgYFs0NTAoLBMpCBIJ7aX6hp.jpg,https://www.themoviedb.org/movie/11782
10778,"Человек, которого не было",The Man Who Wasn't There,2001,2001-10-26,116,"1949 год, Санта-Роза, Калифорния. Молчаливый парикмахер Эд Крэйн неторопливо стрижет клиентов в своем салоне, в то время как его жена крутит шашни со своим боссом, галантерейщиком Большим Дэйвом, который недавно скопил деньги на новый магазин. Внезапно Эду выпадает возможность разбогатеть на зарождающемся бизнесе химической чистки одежды, и, чтобы обзавестись капиталом, он шантажирует Большого Дэйва, понимая, что успеха в жизни он может добиться, лишь пойдя на крайние меры. Кажется, что в хитром замысле Эда нет изъянов, но вскоре он узнает, что, приняв это роковое решение, он подписал свой смертный приговор…",7.517,1681,2.3604,20000000,18918721,криминал|драма,маленький городок|Калифорния|парикмахер|мошенник|страховое мошенничество|черно-белый|barber|неонуар|1940-е годы,,Джоэл Коэн,Итан Коэн,Джоэл Коэн|Итан Коэн,Билли Боб Торнтон (Ed Crane)|Фрэнсис Макдорманд (Doris Crane)|Michael Badalucco (Frank)|Джеймс Гандольфини (Big Dave Brewster)|Katherine Borowitz (Ann Nirdlinger Brewster)|Джон Полито (Creighton Tolliver)|Скарлетт Йоханссон (Birdy Abundas)|Ричард Дженкинс (Walter Abundas)|Тони Шалуб (Freddy Riedenschneider)|Christopher Kriesa (Officer Persky)|Brian Haley (Officer Krebs)|Jack McGee (P.I. Burns)|Gregg Binkley (The New Man)|Алан Фьюдж (Dr. Diedrickson)|Лилиан Шовен (Medium),United Kingdom|United States of America,en,Released,Нет,,tt0243133,https://image.tmdb.org/t/p/w500/8j0HDkOACLpi4dH47SLD52LbAyP.jpg,https://image.tmdb.org/t/p/original/xwjVHxKKk2hb6CJX46U4Cv0Zq0a.jpg,https://www.themoviedb.org/movie/10778
1430,Боулинг для Колумбины,Bowling for Columbine,2002,2002-10-09,120,"США лидируют в мире по числу убийств с применением огнестрельного оружия. Стволов в стране больше, чем телевизоров. Американцы не могут жить без оружия или просто сошли с ума? Кто или что стоит за этим? Расовые проблемы, которые ещё предстоит решить? Голливуд, рок-н-ролл, Интернет? А может, историческая предрасположенность к насилию? В центре фильма — трагический инцидент: перестрелка в колледже Колумбины. Спорный, глубокий, порой ехидный взгляд на взаимосвязь насилия и страха в современной Америке.",7.517,1633,2.247,4000000,35564473,документальный|драма,Канада|пистолет|убийство|массовое убийство|взрыв в Оклахома-Сити|american culture|насилие с применением огнестрельного оружия|шокирующий|сатирический|массовая стрельба|остроумный|изумленный|командующий|чуткий|сильный|воспалительный,,Michael Moore,Michael Donovan|Jim Czarnecki|Charles Bishop|Кэтлин Глинн|Michael Moore,Michael Moore|Michael Moore,"Michael Moore (Self)|Джордж Буш (Self)|Джордж Буш — младший (Self)|Чарлтон Хестон (Self - NRA President)|Jacobo Árbenz (Self - President of Guatemala)|Mike Bradley (Self - Mayor of Sarnia, Ontario, Canada)|Dick Clark (Self)|Arthur A. Busch (Self - County Prosecutor: Flint, Michigan)|Michael Caldwell (Self - Police Detective)|Richard Castaldo (Self - Columbine Victim)|Билл Клинтон (Self)|Steve Davis (Self - Deputy Sheriff)|Ngo Dinh Diem (Self - President of South Vietnam)|Mike Epstein (Self - Shopper in Mall)|Joe Farmer (Self - Superintendent of Schools)",Canada|Germany|United States of America,en,Released,Нет,,tt0310793,https://image.tmdb.org/t/p/w500/5AlgeysilsfLdEwlTlYO7fqgsLn.jpg,https://image.tmdb.org/t/p/original/70uUnpfe7en9x011UjpZoub101l.jpg,https://www.themoviedb.org/movie/1430
615,Страсти Христовы,The Passion of the Christ,2004,2004-02-25,127,"Попытка детально воссоздать последние двенадцать часов из жизни Иисуса Христа. Действие начинается в Гефсиманском саду, куда Иисус пришел помолиться после тайной вечери. Иисус сопротивляется искушениям, которым подвергает его сатана. Преданный Иудой Искариотом, Иисус арестован.",7.516,4959,6.5238,30000000,610063468,драма,миссия|страдания|Римская империя|христианство|еврейство|римский|распятие|apostle|last supper|Библия|сатана|Пасха|пытка|жестокость|Иисус Христос|христианский фильм|aramaic|rosario|фильм на древнем языке|sangre,Страсти Христовы (Коллекция),Мел Гибсон,Stephen McEveety|Мел Гибсон|Bruce Davey,Мел Гибсон|Benedict Fitzgerald,Джеймс Кэвизел (Jesus)|Maia Morgenstern (Maria)|Christo Jivkov (Juan)|Франческо Де Вито (Pedro)|Моника Беллуччи (Magdalena)|Mattia Sbragia (Caifás)|Toni Bertorelli (Anás)|Luca Lionello (Judas)|Христо Шопов (Poncio Pilato)|Клаудия Джерини (Claudia Procles)|Fabio Sartor (Abenader)|Giacinto Ferro (Joseph of Arimathea)|Aleksander Mincer (Nicodemus)|Sheila Mokhtari (Mother in audience)|Lucio Allocca (Old Temple Guard),United States of America,en,Released,Нет,,tt0335345,https://image.tmdb.org/t/p/w500/zsgY5hAjgJ9Xkx7I8j7WrAoNTxs.jpg,https://image.tmdb.org/t/p/original/pulJ1iY7GVeppMRipiR7ZGDW7EW.jpg,https://www.themoviedb.org/movie/615
21734,Тень сомнения,Shadow of a Doubt,1943,1943-01-15,107,"Чарли входит в доверие к женщине, а затем убивает и грабит ее. Чудом спасшись от полиции, он едет к своим родственникам в глубинку. Особенно тепло его встречает племянница, названная в честь дяди Чарли. Постепенно она приходит к мысли, что ее остроумный и находчивый дядя и есть разыскиваемый убийца.",7.51,1098,2.6927,0,0,триллер|детектив,маленький городок|Калифорния|библиотека|вдова|банк|детектив|telegram|домохозяйка|фильм нуар|подтекст инцеста|убийство|беглец|девочка-подросток|черно-белый|murderer|полицейский детектив|privacy|visit|gender roles|брат сестра|wealthy widow|не по годам развитый ребенок|misogynist|americana|отношения дяди и племянницы|деньги в банке|подозреваемый в убийстве|Северная Калифорния|противоречивые мировоззрения|синяя борода,,Альфред Хичкок,Jack H. Skirball,Thornton Wilder|Alma Reville|Sally Benson,Teresa Wright (Young Charlie)|Joseph Cotten (Uncle Charlie)|Macdonald Carey (Jack Graham)|Henry Travers (Joseph Newton)|Patricia Collinge (Emma Newton)|Хьюм Кронин (Herbie Hawkins)|Wallace Ford (Fred Saunders)|Edna May Wonacott (Ann Newton)|Charles Bates (Roger Newton)|Ирвинг Бэйкон (Station Master)|Clarence Muse (Pullman Porter)|Janet Shaw (Louise Finch)|Estelle Jewell (Catherine)|Virginia Brissac (Mrs. Phillips (uncredited))|Frances Carson (Mrs. Potter (uncredited)),United States of America,en,Released,Нет,,tt0036342,https://image.tmdb.org/t/p/w500/ZaQId68LuP7Epj2nK7s3joOA43.jpg,https://image.tmdb.org/t/p/original/1p78xI6mywlqhb3tfw6oTJt7X3t.jpg,https://www.themoviedb.org/movie/21734
601,Инопланетянин,E.T. the Extra-Terrestrial,1982,1982-06-11,115,"Инопланетянин, телом похожий на черепаху без панциря, а мордочкой одновременно на мопса и Альберта Эйнштейна, прилетел на Землю с мирными намерениями — в составе научно-исследовательской группы. Специалисты из NASA заметили приближение летающей тарелки и посчитали, что просто обязаны отловить хотя бы одну из инопланетных тварей.",7.51,11662,18.6059,10500000,797307407,фантастика|приключения|семейный|фэнтези,прощание|космический морской пехотинец|операция|летающая тарелка|НАСА|тоска по дому|потеря любимого человека|внеземные технологии|судебное преследование|езда на велосипеде|Хэллоуин|finger|цветочный горшок|чужак|одинокий|мать-одиночка|контакт с инопланетянами|homesick|обнадеживающий,,Стивен Спилберг,Стивен Спилберг|Кэтлин Кеннеди,Melissa Mathison,Генри Томас (Elliott)|Дрю Бэрримор (Gertie)|Robert MacNaughton (Michael)|Питер Койот (Keys)|Ди Уоллес (Mary)|Erika Eleniak (Pretty Girl)|K.C. Martel (Greg)|C. Thomas Howell (Tyler)|Sean Frye (Steve)|David M. O'Dell (Schoolboy)|Richard Swingler (Science Teacher)|Frank Toth (Policeman)|Robert Barton (Ultra Sound Man)|Michael Darrell (Van Man)|David Berkson (Medical Unit),United States of America,en,Released,Нет,,tt0083866,https://image.tmdb.org/t/p/w500/ehKMYup1H2F6anetRUH7Dg9Txrh.jpg,https://image.tmdb.org/t/p/original/mXLVA0YL6tcXi6SJSuAh9ONXFj5.jpg,https://www.themoviedb.org/movie/601
